name	value
ENSPTRT00000057419.3	AMHR2
ENSPTRT00000009233.4	SP1
ENSPTRT00000009232.2	SP7
ENSPTRT00000009230.4	AAAS
ENSPTRT00000009228.3	C12H12orf10
ENSPTRT00000009225.2	PFDN5
ENSPTRT00000009223.3	ESPL1
ENSPTRT00000009221.4	MFSD5
ENSPTRT00000009219.4	RARG
ENSPTRT00000009216.4	ITGB7
ENSPTRT00000009215.5	ZNF740
ENSPTRT00000043700.3	CSAD
ENSPTRT00000009211.3	SOAT2
ENSPTRT00000057414.2	SOAT2
ENSPTRT00000073460.1	SOAT2
ENSPTRT00000009210.2	IGFBP6
ENSPTRT00000073247.1	IGFBP6
ENSPTRT00000009208.5	SPRYD3
ENSPTRT00000009206.3	TNS2
ENSPTRT00000009202.3	KRT18
ENSPTRT00000042584.3	KRT78
ENSPTRT00000009198.3	KRT79
ENSPTRT00000009197.4	KRT4
ENSPTRT00000009196.4	KRT3
ENSPTRT00000009195.2	KRT76
ENSPTRT00000009193.3	KRT77
ENSPTRT00000072950.1	KRT77
ENSPTRT00000009191.5	KRT2
ENSPTRT00000064713.2	KRT2
ENSPTRT00000063830.1	KRT2
ENSPTRT00000009185.3	KRT2
ENSPTRT00000009189.2	KRT73
ENSPTRT00000074419.1	KRT73
ENSPTRT00000009188.2	KRT72
ENSPTRT00000075716.1	KRT74
ENSPTRT00000047311.2	KRT74
ENSPTRT00000009186.4	KRT71
ENSPTRT00000009199.3	KRT6A
ENSPTRT00000009182.4	KRT6A
ENSPTRT00000009180.2	KRT82
ENSPTRT00000009179.2	KRT84
ENSPTRT00000009178.3	KRT85
ENSPTRT00000009177.3	KRT83
ENSPTRT00000009176.4	KRT86
ENSPTRT00000057404.2	KRT81
ENSPTRT00000009173.3	KRT7
ENSPTRT00000009172.4	KRT80
ENSPTRT00000037762.4	KRT80
ENSPTRT00000009171.3	ATG101
ENSPTRT00000047310.3	NR4A1
ENSPTRT00000009166.3	GRASP
ENSPTRT00000009165.3	ACVR1B
ENSPTRT00000009164.5	ACVRL1
ENSPTRT00000009161.2	ANKRD33
ENSPTRT00000049658.4	SCN8A
ENSPTRT00000009153.4	SLC4A8
ENSPTRT00000009150.3	GALNT6
ENSPTRT00000074437.1	GALNT6
ENSPTRT00000009149.3	CELA1
ENSPTRT00000074753.1	BIN2
ENSPTRT00000009148.3	BIN2
ENSPTRT00000072451.1	BIN2
ENSPTRT00000009146.2	SMAGP
ENSPTRT00000009145.5	DAZAP2
ENSPTRT00000009143.4	POU6F1
ENSPTRT00000009142.3	TFCP2
ENSPTRT00000009140.2	CSRNP2
ENSPTRT00000009138.3	LETMD1
ENSPTRT00000064016.2	SLC11A2
ENSPTRT00000065101.2	HIGD1C
ENSPTRT00000009133.4	METTL7A
ENSPTRT00000009131.4	TMPRSS12
ENSPTRT00000009130.4	ATF1
ENSPTRT00000009126.3	DIP2B
ENSPTRT00000066834.2	LARP4
ENSPTRT00000009109.5	LIMA1
ENSPTRT00000068599.1	ptr-mir-1293
ENSPTRT00000009107.5	CERS5
ENSPTRT00000009106.1	COX14
ENSPTRT00000009103.3	GPD1
ENSPTRT00000009101.3	SMARCD1
ENSPTRT00000009099.4	ASIC1
ENSPTRT00000009096.4	RACGAP1
ENSPTRT00000073989.1	AQP6
ENSPTRT00000009094.3	AQP6
ENSPTRT00000009093.4	AQP5
ENSPTRT00000075051.1	AQP2
ENSPTRT00000009092.2	AQP2
ENSPTRT00000009090.4	FAIM2
ENSPTRT00000009088.4	BCDIN3D
ENSPTRT00000045894.4	NCKAP5L
ENSPTRT00000009086.5	TMBIM6
ENSPTRT00000009085.5	FMNL3
ENSPTRT00000057368.1	PRPF40B
ENSPTRT00000009079.4	FAM186B
ENSPTRT00000049462.3	MCRS1
ENSPTRT00000009077.4	KCNH3
ENSPTRT00000009071.2	SPATS2
ENSPTRT00000045684.2	DNAJC22
ENSPTRT00000009069.2	C1QL4
ENSPTRT00000009068.3	TROAP
ENSPTRT00000009067.3	PRPH
ENSPTRT00000009064.2	TUBA1A
ENSPTRT00000010451.2	TUBA1B
ENSPTRT00000009061.5	LMBR1L
ENSPTRT00000009058.2	RHEBL1
ENSPTRT00000048192.3	KMT2D
ENSPTRT00000009055.4	PRKAG1
ENSPTRT00000009054.4	DDN
ENSPTRT00000009053.3	WNT1
ENSPTRT00000009052.4	WNT10B
ENSPTRT00000009050.4	FKBP11
ENSPTRT00000009049.4	CCDC65
ENSPTRT00000009047.2	RND1
ENSPTRT00000009046.2	DDX23
ENSPTRT00000009045.3	CACNB3
ENSPTRT00000009044.5	ADCY6
ENSPTRT00000076359.1	TEX49
ENSPTRT00000072318.1	TEX49
ENSPTRT00000009038.4	CCNT1
ENSPTRT00000044320.3	KANSL2
ENSPTRT00000009035.4	LALBA
ENSPTRT00000009032.2	OR8S1
ENSPTRT00000009029.3	ZNF641
ENSPTRT00000009027.2	H1FNT
ENSPTRT00000057343.1	CCDC184
ENSPTRT00000009025.4	ASB8
ENSPTRT00000064480.2	PFKM
ENSPTRT00000009018.4	SENP1
ENSPTRT00000044757.3	COL2A1
ENSPTRT00000009015.3	COL2A1
ENSPTRT00000009016.4	COL2A1
ENSPTRT00000009011.4	TMEM106C
ENSPTRT00000009008.5	HDAC7
ENSPTRT00000009005.5	SLC48A1
ENSPTRT00000009004.5	RAPGEF3
ENSPTRT00000009000.3	ENDOU
ENSPTRT00000008998.3	RPAP3
ENSPTRT00000057326.2	RPAP3
ENSPTRT00000008996.3	PCED1B
ENSPTRT00000008995.2	AMIGO2
ENSPTRT00000008993.3	SLC38A4
ENSPTRT00000008990.4	SLC38A2
ENSPTRT00000067751.2	SLC38A2
ENSPTRT00000063735.2	SLC38A1
ENSPTRT00000043299.4	SCAF11
ENSPTRT00000008986.3	ARID2
ENSPTRT00000008983.4	ANO6
ENSPTRT00000070493.1	5S_rRNA
ENSPTRT00000008980.3	DBX2
ENSPTRT00000008977.3	TMEM117
ENSPTRT00000008975.5	TWF1
ENSPTRT00000008972.2	IRAK4
ENSPTRT00000008967.4	PUS7L
ENSPTRT00000008963.3	ADAMTS20
ENSPTRT00000008958.2	PRICKLE1
ENSPTRT00000008953.5	PPHLN1
ENSPTRT00000008951.2	ZCRB1
ENSPTRT00000008950.3	YAF2
ENSPTRT00000066396.1	GXYLT1
ENSPTRT00000008948.4	GXYLT1
ENSPTRT00000069187.1	5S_rRNA
ENSPTRT00000057309.3	PDZRN4
ENSPTRT00000008947.5	PDZRN4
ENSPTRT00000057307.1	PDZRN4
ENSPTRT00000046590.2	CNTN1
ENSPTRT00000008938.4	LRRK2
ENSPTRT00000008935.3	SLC2A13
ENSPTRT00000008931.2	C12H12orf40
ENSPTRT00000008932.3	C12H12orf40
ENSPTRT00000008930.2	ABCD2
ENSPTRT00000008924.3	CPNE8
ENSPTRT00000073594.1	SMIM14
ENSPTRT00000073080.1	ALG10B
ENSPTRT00000057297.2	ALG10B
ENSPTRT00000052144.1	5S_rRNA
ENSPTRT00000052374.1	5S_rRNA
ENSPTRT00000061224.1	5S_rRNA
ENSPTRT00000076194.1	ALG10
ENSPTRT00000008923.4	ALG10
ENSPTRT00000008922.3	SYT10
ENSPTRT00000073899.1	SYT10
ENSPTRT00000008918.3	PKP2
ENSPTRT00000073714.1	PKP2
ENSPTRT00000008916.3	PKP2
ENSPTRT00000008915.5	YARS2
ENSPTRT00000057295.3	DNM1L
ENSPTRT00000008909.2	FGD4
ENSPTRT00000008908.3	BICD1
ENSPTRT00000008907.5	KIAA1551
ENSPTRT00000008906.5	AMN1
ENSPTRT00000008905.3	ETFBKMT
ENSPTRT00000006335.3	DENND5B
ENSPTRT00000043919.4	DDX11
ENSPTRT00000008872.3	CAPRIN2
ENSPTRT00000008871.4	IPO8
ENSPTRT00000070133.1	5S_rRNA
ENSPTRT00000008870.2	TMTC1
ENSPTRT00000008867.5	OVCH1
ENSPTRT00000008862.3	FAR2
ENSPTRT00000057270.3	CCDC91
ENSPTRT00000052030.1	5S_rRNA
ENSPTRT00000048093.4	PTHLH
ENSPTRT00000057268.1	KLHL42
ENSPTRT00000057267.2	MANSC4
ENSPTRT00000008853.5	MRPS35
ENSPTRT00000008851.1	REP15
ENSPTRT00000008846.4	PPFIBP1
ENSPTRT00000075710.1	SMCO2
ENSPTRT00000008844.2	SMCO2
ENSPTRT00000008843.1	ARNTL2
ENSPTRT00000008840.2	STK38L
ENSPTRT00000074100.1	C12H12orf71
ENSPTRT00000067633.2	C12H12orf71
ENSPTRT00000073719.1	MED21
ENSPTRT00000008838.3	MED21
ENSPTRT00000008836.3	TM7SF3
ENSPTRT00000008835.4	FGFR1OP2
ENSPTRT00000008832.4	ASUN
ENSPTRT00000027251.4	ITPR2
ENSPTRT00000052270.1	5S_rRNA
ENSPTRT00000008826.3	SSPN
ENSPTRT00000075584.1	BHLHE41
ENSPTRT00000008825.3	BHLHE41
ENSPTRT00000008821.4	LMNTD1
ENSPTRT00000008819.3	KRAS
ENSPTRT00000008820.2	KRAS
ENSPTRT00000057263.3	LYRM5
ENSPTRT00000008818.5	CASC1
ENSPTRT00000048028.2	LRMP
ENSPTRT00000008815.5	BCAT1
ENSPTRT00000063602.1	ptr-mir-920
ENSPTRT00000008811.3	SOX5
ENSPTRT00000008807.1	ETNK1
ENSPTRT00000008806.4	C2CD5
ENSPTRT00000008804.2	ST8SIA1
ENSPTRT00000008803.1	CMAS
ENSPTRT00000066854.1	ABCC9
ENSPTRT00000008798.3	KCNJ8
ENSPTRT00000008797.4	LDHB
ENSPTRT00000008795.4	GYS2
ENSPTRT00000067058.2	SPX
ENSPTRT00000008792.4	GOLT1B
ENSPTRT00000068038.2	RECQL
ENSPTRT00000008788.4	PYROXD1
ENSPTRT00000046867.4	SLCO1A2
ENSPTRT00000008787.3	IAPP
ENSPTRT00000008781.4	SLCO1B1
ENSPTRT00000008777.5	SLCO1B7
ENSPTRT00000009540.3	IFNG
ENSPTRT00000009541.2	IL26
ENSPTRT00000009542.4	IL22
ENSPTRT00000009544.3	MDM1
ENSPTRT00000009547.3	RAP1B
ENSPTRT00000009550.3	NUP107
ENSPTRT00000009551.5	SLC35E3
ENSPTRT00000009560.4	MDM2
ENSPTRT00000009563.4	CPM
ENSPTRT00000009565.5	CPSF6
ENSPTRT00000057224.2	LYZ
ENSPTRT00000009566.1	YEATS4
ENSPTRT00000009567.3	FRS2
ENSPTRT00000009577.3	CCT2
ENSPTRT00000048131.2	LRRC10
ENSPTRT00000009570.4	BEST3
ENSPTRT00000009587.4	RAB3IP
ENSPTRT00000066301.2	CNOT2
ENSPTRT00000009596.4	KCNMB4
ENSPTRT00000009602.3	PTPRR
ENSPTRT00000009605.4	TSPAN8
ENSPTRT00000009606.5	LGR5
ENSPTRT00000057210.1	ZFC3H1
ENSPTRT00000009610.3	THAP2
ENSPTRT00000009612.4	TMEM19
ENSPTRT00000009613.5	RAB21
ENSPTRT00000009615.4	TBC1D15
ENSPTRT00000009617.4	TPH2
ENSPTRT00000009618.5	TRHDE
ENSPTRT00000073122.1	ATXN7L3B
ENSPTRT00000009625.2	KCNC2
ENSPTRT00000009626.5	CAPS2
ENSPTRT00000009628.1	GLIPR1L1
ENSPTRT00000009630.3	GLIPR1L2
ENSPTRT00000009632.3	GLIPR1
ENSPTRT00000009634.4	KRR1
ENSPTRT00000009635.3	PHLDA1
ENSPTRT00000009636.5	NAP1L1
ENSPTRT00000009638.2	BBS10
ENSPTRT00000009639.3	OSBPL8
ENSPTRT00000009641.4	ZDHHC17
ENSPTRT00000009642.3	CSRP2
ENSPTRT00000009643.4	E2F7
ENSPTRT00000042997.4	NAV3
ENSPTRT00000047948.4	SYT1
ENSPTRT00000009650.3	PAWR
ENSPTRT00000048450.4	PPP1R12A
ENSPTRT00000052532.1	5S_rRNA
ENSPTRT00000009666.4	OTOGL
ENSPTRT00000075228.1	PTPRQ
ENSPTRT00000009671.2	MYF6
ENSPTRT00000009672.3	MYF5
ENSPTRT00000009675.3	LIN7A
ENSPTRT00000054697.1	ptr-mir-617
ENSPTRT00000054555.1	ptr-mir-618
ENSPTRT00000009677.3	ACSS3
ENSPTRT00000066851.2	PPFIA2
ENSPTRT00000009684.4	CCDC59
ENSPTRT00000076309.1	CCDC59
ENSPTRT00000009685.3	METTL25
ENSPTRT00000009687.4	TMTC2
ENSPTRT00000009691.4	SLC6A15
ENSPTRT00000074759.1	TSPAN19
ENSPTRT00000009697.4	LRRIQ1
ENSPTRT00000009698.5	ALX1
ENSPTRT00000009699.2	RASSF9
ENSPTRT00000009700.4	NTS
ENSPTRT00000009702.3	MGAT4C
ENSPTRT00000009703.2	C12H12orf50
ENSPTRT00000049545.2	C12H12orf29
ENSPTRT00000009706.4	CEP290
ENSPTRT00000072139.1	5S_rRNA
ENSPTRT00000009708.4	TMTC3
ENSPTRT00000009709.4	KITLG
ENSPTRT00000009711.3	DUSP6
ENSPTRT00000009714.3	POC1B
ENSPTRT00000047385.2	ATP2B1
ENSPTRT00000069371.1	5S_rRNA
ENSPTRT00000043047.3	CCER1
ENSPTRT00000009719.3	EPYC
ENSPTRT00000009721.2	KERA
ENSPTRT00000009722.3	LUM
ENSPTRT00000009724.3	DCN
ENSPTRT00000009728.3	BTG1
ENSPTRT00000057146.2	CLLU1OS
ENSPTRT00000076116.1	C12orf74
ENSPTRT00000064163.2	C12orf74
ENSPTRT00000009729.3	PLEKHG7
ENSPTRT00000009732.6	EEA1
ENSPTRT00000009734.3	NUDT4
ENSPTRT00000009735.2	UBE2N
ENSPTRT00000049569.3	MRPL42
ENSPTRT00000009740.4	SOCS2
ENSPTRT00000009742.3	CRADD
ENSPTRT00000009743.3	PLXNC1
ENSPTRT00000009744.4	CEP83
ENSPTRT00000009747.4	TMCC3
ENSPTRT00000054548.1	ptr-mir-492
ENSPTRT00000009750.1	NDUFA12
ENSPTRT00000009752.5	NR2C1
ENSPTRT00000009756.5	FGD6
ENSPTRT00000009762.6	VEZT
ENSPTRT00000054522.1	ptr-mir-331
ENSPTRT00000009764.3	METAP2
ENSPTRT00000009766.3	USP44
ENSPTRT00000009767.4	NTN4
ENSPTRT00000009774.3	CCDC38
ENSPTRT00000009775.2	AMDHD1
ENSPTRT00000009776.3	HAL
ENSPTRT00000009777.2	LTA4H
ENSPTRT00000009778.2	ELK3
ENSPTRT00000009779.2	CDK17
ENSPTRT00000009783.3	CFAP54
ENSPTRT00000009788.4	NEDD1
ENSPTRT00000054436.1	ptr-mir-135a-2
ENSPTRT00000009792.3	TMPO
ENSPTRT00000009797.4	SLC25A3
ENSPTRT00000009798.2	IKBIP
ENSPTRT00000048551.2	APAF1
ENSPTRT00000009813.4	ANKS1B
ENSPTRT00000053529.1	5S_rRNA
ENSPTRT00000009815.3	FAM71C
ENSPTRT00000009816.3	UHRF1BP1L
ENSPTRT00000009819.5	ACTR6
ENSPTRT00000075954.1	DEPDC4
ENSPTRT00000009827.4	SLC17A8
ENSPTRT00000009829.5	NR1H4
ENSPTRT00000009830.3	GAS2L3
ENSPTRT00000067877.2	ANO4
ENSPTRT00000009834.3	SLC5A8
ENSPTRT00000009835.6	UTP20
ENSPTRT00000009837.5	ARL1
ENSPTRT00000072142.1	5S_rRNA
ENSPTRT00000009838.5	SPIC
ENSPTRT00000009839.2	MYBPC1
ENSPTRT00000009844.5	CHPT1
ENSPTRT00000009846.3	SYCP3
ENSPTRT00000009847.4	GNPTAB
ENSPTRT00000052279.1	5S_rRNA
ENSPTRT00000069185.1	5S_rRNA
ENSPTRT00000009849.4	DRAM1
ENSPTRT00000009850.5	CCDC53
ENSPTRT00000009852.1	NUP37
ENSPTRT00000009853.3	PARPBP
ENSPTRT00000009854.3	PMCH
ENSPTRT00000044261.5	IGF1
ENSPTRT00000009860.2	PAH
ENSPTRT00000009863.4	C12H12orf42
ENSPTRT00000050659.5	STAB2
ENSPTRT00000009871.3	NT5DC3
ENSPTRT00000009873.4	HSP90B1
ENSPTRT00000057099.2	C12H12orf73
ENSPTRT00000009875.4	GLT8D2
ENSPTRT00000009877.4	HCFC2
ENSPTRT00000053641.1	5S_rRNA
ENSPTRT00000009880.4	TXNRD1
ENSPTRT00000057095.3	TXNRD1
ENSPTRT00000009881.3	CHST11
ENSPTRT00000009883.2	SLC41A2
ENSPTRT00000009884.4	C12H12orf45
ENSPTRT00000009886.4	ALDH1L2
ENSPTRT00000009888.3	KIAA1033
ENSPTRT00000009890.2	APPL2
ENSPTRT00000074139.1	C12H12orf75
ENSPTRT00000009892.2	NUAK1
ENSPTRT00000009893.5	CKAP4
ENSPTRT00000009895.5	TCP11L2
ENSPTRT00000009897.3	POLR3B
ENSPTRT00000049542.3	RFX4
ENSPTRT00000055599.3	RIC8B
ENSPTRT00000009902.3	TMEM263
ENSPTRT00000009903.5	MTERF2
ENSPTRT00000009904.4	CRY1
ENSPTRT00000070080.1	5S_rRNA
ENSPTRT00000009909.4	PWP1
ENSPTRT00000009910.2	PRDM4
ENSPTRT00000009911.4	ASCL4
ENSPTRT00000009913.4	WSCD2
ENSPTRT00000009914.1	FICD
ENSPTRT00000009915.2	SART3
ENSPTRT00000074381.1	ISCU
ENSPTRT00000042159.3	TMEM119
ENSPTRT00000066371.2	SELPLG
ENSPTRT00000009921.3	CORO1C
ENSPTRT00000061304.1	ptr-mir-619
ENSPTRT00000009929.4	DAO
ENSPTRT00000009937.4	USP30
ENSPTRT00000063288.1	5S_rRNA
ENSPTRT00000009938.5	ALKBH2
ENSPTRT00000009939.4	UNG
ENSPTRT00000009944.4	ACACB
ENSPTRT00000009946.2	FOXN4
ENSPTRT00000009948.4	MYO1H
ENSPTRT00000009954.5	UBE3B
ENSPTRT00000009957.4	MMAB
ENSPTRT00000009959.3	MVK
ENSPTRT00000009960.4	FAM222A
ENSPTRT00000009963.3	TRPV4
ENSPTRT00000009964.4	GLTP
ENSPTRT00000009965.4	TCHP
ENSPTRT00000044198.4	GIT2
ENSPTRT00000009978.3	ANKRD13A
ENSPTRT00000009979.2	C12orf76
ENSPTRT00000009980.5	IFT81
ENSPTRT00000009983.5	ATP2A2
ENSPTRT00000009989.3	GPN3
ENSPTRT00000057075.2	FAM216A
ENSPTRT00000064070.1	VPS29
ENSPTRT00000009996.5	RAD9B
ENSPTRT00000049582.3	PPTC7
ENSPTRT00000065152.2	TCTN1
ENSPTRT00000010004.3	PPP1CC
ENSPTRT00000010008.2	CCDC63
ENSPTRT00000010014.4	CUX2
ENSPTRT00000071858.1	5S_rRNA
ENSPTRT00000050135.3	FAM109A
ENSPTRT00000010021.3	SH2B3
ENSPTRT00000065741.2	ATXN2
ENSPTRT00000010025.2	BRAP
ENSPTRT00000010026.3	ACAD10
ENSPTRT00000010028.4	ALDH2
ENSPTRT00000010031.5	MAPKAPK5
ENSPTRT00000010038.5	TMEM116
ENSPTRT00000010041.2	ERP29
ENSPTRT00000010043.3	NAA25
ENSPTRT00000010044.5	TRAFD1
ENSPTRT00000044608.4	HECTD4
ENSPTRT00000068726.1	ptr-mir-1302-1
ENSPTRT00000046924.3	RPH3A
ENSPTRT00000010055.5	OAS1
ENSPTRT00000010056.5	OAS3
ENSPTRT00000010057.5	OAS2
ENSPTRT00000010060.3	DTX1
ENSPTRT00000010062.5	RASAL1
ENSPTRT00000010063.5	CFAP73
ENSPTRT00000010064.4	DDX54
ENSPTRT00000010067.3	RITA1
ENSPTRT00000010069.3	IQCD
ENSPTRT00000010070.4	TPCN1
ENSPTRT00000010077.3	SLC8B1
ENSPTRT00000010078.2	PLBD2
ENSPTRT00000010079.2	SDS
ENSPTRT00000010081.3	SDSL
ENSPTRT00000010082.2	LHX5
ENSPTRT00000010084.4	RBM19
ENSPTRT00000010091.4	TBX5
ENSPTRT00000042765.1	TBX3
ENSPTRT00000010095.4	MED13L
ENSPTRT00000010096.3	C12H12orf49
ENSPTRT00000068014.1	RNFT2
ENSPTRT00000010099.3	HRK
ENSPTRT00000010100.2	FBXW8
ENSPTRT00000010101.5	TESC
ENSPTRT00000010103.3	FBXO21
ENSPTRT00000067969.2	NOS1
ENSPTRT00000010113.4	KSR2
ENSPTRT00000010118.3	RFC5
ENSPTRT00000010119.3	WSB2
ENSPTRT00000042129.4	VSIG10
ENSPTRT00000010122.1	PEBP1
ENSPTRT00000076032.1	PEBP1
ENSPTRT00000010127.4	SUDS3
ENSPTRT00000064014.1	SUDS3
ENSPTRT00000010129.3	SRRM4
ENSPTRT00000010131.3	HSPB8
ENSPTRT00000010132.1	CCDC60
ENSPTRT00000072448.1	TMEM233
ENSPTRT00000010133.3	PRKAB1
ENSPTRT00000010134.4	CIT
ENSPTRT00000068445.1	ptr-mir-1178
ENSPTRT00000065180.2	BICDL1
ENSPTRT00000010139.5	RAB35
ENSPTRT00000010140.5	GCN1
ENSPTRT00000010146.6	PXN
ENSPTRT00000010148.4	SIRT4
ENSPTRT00000010149.1	PLA2G1B
ENSPTRT00000010152.4	MSI1
ENSPTRT00000010154.2	TRIAP1
ENSPTRT00000010155.2	GATC
ENSPTRT00000010157.3	SRSF9
ENSPTRT00000010158.3	DYNLL1
ENSPTRT00000010161.5	COQ5
ENSPTRT00000010165.3	RNF10
ENSPTRT00000048042.2	POP5
ENSPTRT00000010173.2	MLEC
ENSPTRT00000010174.4	UNC119B
ENSPTRT00000010177.4	ACADS
ENSPTRT00000072925.1	ACADS
ENSPTRT00000010178.5	SPPL3
ENSPTRT00000010185.2	HNF1A
ENSPTRT00000010187.1	C12H12orf43
ENSPTRT00000010188.4	OASL
ENSPTRT00000010191.3	P2RX7
ENSPTRT00000010193.4	P2RX4
ENSPTRT00000010197.5	CAMKK2
ENSPTRT00000010200.4	ANAPC5
ENSPTRT00000010203.2	RNF34
ENSPTRT00000010202.2	RNF34
ENSPTRT00000068098.1	RNF34
ENSPTRT00000065206.1	RNF34
ENSPTRT00000010204.5	KDM2B
ENSPTRT00000010210.4	ORAI1
ENSPTRT00000048661.1	MORN3
ENSPTRT00000010214.2	TMEM120B
ENSPTRT00000010217.3	RHOF
ENSPTRT00000010219.5	SETD1B
ENSPTRT00000010220.1	HPD
ENSPTRT00000010223.4	WDR66
ENSPTRT00000047672.4	BCL7A
ENSPTRT00000010228.6	MLXIP
ENSPTRT00000057016.1	IL31
ENSPTRT00000010229.5	LRRC43
ENSPTRT00000010231.3	B3GNT4
ENSPTRT00000010234.4	DIABLO
ENSPTRT00000010236.2	VPS33A
ENSPTRT00000010239.2	CLIP1
ENSPTRT00000010245.4	ZCCHC8
ENSPTRT00000010247.5	RSRC2
ENSPTRT00000010251.5	KNTC1
ENSPTRT00000061633.2	HCAR3
ENSPTRT00000010252.4	HCAR1
ENSPTRT00000075752.1	DENR
ENSPTRT00000010253.4	DENR
ENSPTRT00000010255.5	CCDC62
ENSPTRT00000010258.5	HIP1R
ENSPTRT00000010266.5	ABCB9
ENSPTRT00000067947.1	OGFOD2
ENSPTRT00000010271.5	ARL6IP4
ENSPTRT00000010279.4	PITPNM2
ENSPTRT00000010282.4	MPHOSPH9
ENSPTRT00000010281.1	MPHOSPH9
ENSPTRT00000010283.2	C12H12orf65
ENSPTRT00000010284.3	CDK2AP1
ENSPTRT00000053688.1	5S_rRNA
ENSPTRT00000010285.5	SBNO1
ENSPTRT00000010287.4	KMT5A
ENSPTRT00000010291.3	RILPL2
ENSPTRT00000046437.2	SNRNP35
ENSPTRT00000068001.2	SNRNP35
ENSPTRT00000010288.5	RILPL1
ENSPTRT00000010293.3	DDX55
ENSPTRT00000010295.5	EIF2B1
ENSPTRT00000010296.5	GTF2H3
ENSPTRT00000010298.4	TCTN2
ENSPTRT00000010299.4	ATP6V0A2
ENSPTRT00000010312.4	CCDC92
ENSPTRT00000056992.2	ZNF664
ENSPTRT00000065362.2	NCOR2
ENSPTRT00000010324.4	SCARB1
ENSPTRT00000057986.2	UBC
ENSPTRT00000010337.5	AACS
ENSPTRT00000010345.3	TMEM132B
ENSPTRT00000010347.4	TMEM132C
ENSPTRT00000010348.3	SLC15A4
ENSPTRT00000010349.4	GLT1D1
ENSPTRT00000010351.4	TMEM132D
ENSPTRT00000010353.4	FZD10
ENSPTRT00000010354.3	PIWIL1
ENSPTRT00000010357.3	STX2
ENSPTRT00000010359.4	RAN
ENSPTRT00000010365.2	SFSWAP
ENSPTRT00000052079.1	5S_rRNA
ENSPTRT00000010368.5	MMP17
ENSPTRT00000048986.4	EP400
ENSPTRT00000010373.4	PUS1
ENSPTRT00000066728.1	DDX51
ENSPTRT00000075726.1	FBRSL1
ENSPTRT00000010387.4	FBRSL1
ENSPTRT00000067158.2	P2RX2
ENSPTRT00000010416.3	PGAM5
ENSPTRT00000053957.1	5S_rRNA
ENSPTRT00000010424.3	GOLGA3
ENSPTRT00000048610.3	CHFR
ENSPTRT00000021204.3	ZNF605
ENSPTRT00000010398.3	ZNF26
ENSPTRT00000010396.5	ZNF84
ENSPTRT00000050174.2	ZNF140
ENSPTRT00000066570.2	ZNF891
ENSPTRT00000010435.4	ZNF268
ENSPTRT00000003967.5	TUBB8
ENSPTRT00000004081.4	ZMYND11
ENSPTRT00000062831.1	5S_rRNA
ENSPTRT00000004084.3	DIP2C
ENSPTRT00000057966.2	PRR26
ENSPTRT00000073893.1	PRR26
ENSPTRT00000004091.4	LARP4B
ENSPTRT00000004093.3	GTPBP4
ENSPTRT00000004097.2	IDI2
ENSPTRT00000004100.3	IDI1
ENSPTRT00000004101.2	WDR37
ENSPTRT00000004102.3	ADARB2
ENSPTRT00000004106.5	PFKP
ENSPTRT00000004107.5	PITRM1
ENSPTRT00000004108.5	KLF6
ENSPTRT00000004110.3	AKR1E2
ENSPTRT00000004114.5	AKR1C1
ENSPTRT00000057945.2	AKR1C2
ENSPTRT00000004122.3	AKR1C3
ENSPTRT00000004120.3	AKR1C4
ENSPTRT00000057941.1	UCN3
ENSPTRT00000004133.3	TUBAL3
ENSPTRT00000004135.3	NET1
ENSPTRT00000004137.2	CALML5
ENSPTRT00000004138.5	CALML3
ENSPTRT00000046981.3	ASB13
ENSPTRT00000048138.3	FAM208B
ENSPTRT00000004142.4	GDI2
ENSPTRT00000004143.5	ANKRD16
ENSPTRT00000004144.3	FBXO18
ENSPTRT00000004147.2	IL15RA
ENSPTRT00000004148.4	IL2RA
ENSPTRT00000004151.4	RBM17
ENSPTRT00000004153.3	PFKFB3
ENSPTRT00000045745.4	PRKCQ
ENSPTRT00000004162.3	SFMBT2
ENSPTRT00000004168.5	ITIH5
ENSPTRT00000004171.3	ITIH2
ENSPTRT00000004175.4	KIN
ENSPTRT00000044574.3	ATP5C1
ENSPTRT00000004178.5	TAF3
ENSPTRT00000046668.2	GATA3
ENSPTRT00000062833.1	5S_rRNA
ENSPTRT00000044971.4	CELF2
ENSPTRT00000004188.4	USP6NL
ENSPTRT00000004190.4	ECHDC3
ENSPTRT00000057905.3	PROSER2
ENSPTRT00000004195.2	UPF2
ENSPTRT00000004199.3	DHTKD1
ENSPTRT00000057892.4	SEC61A2
ENSPTRT00000004204.5	NUDT5
ENSPTRT00000004205.3	CDC123
ENSPTRT00000004207.3	CAMK1D
ENSPTRT00000004209.3	CCDC3
ENSPTRT00000069161.1	5S_rRNA
ENSPTRT00000046629.3	OPTN
ENSPTRT00000050156.3	MCM10
ENSPTRT00000004215.2	UCMA
ENSPTRT00000004216.5	PHYH
ENSPTRT00000004217.5	SEPHS1
ENSPTRT00000004222.4	BEND7
ENSPTRT00000004225.4	PRPF18
ENSPTRT00000004229.2	FRMD4A
ENSPTRT00000051473.1	5S_rRNA
ENSPTRT00000068454.1	ptr-mir-1265
ENSPTRT00000004235.2	FAM107B
ENSPTRT00000052218.1	5S_rRNA
ENSPTRT00000004236.2	CDNF
ENSPTRT00000004238.2	HSPA14
ENSPTRT00000044828.5	SUV39H2
